URL	銘柄コード	開示日	タイトル	要約	株主にとって	作成日
/disc/65740/140120251017575602.pdf	6574	2025-10-17	ビットコイン保有状況の更新に関するお知らせ	603.75BTCを110.8億円で売却、663BTCを114.5億円で買い増しし保有665BTCに。売却益約7億円見込み。転換社債6.8億円と自己資金で調達。	好材料	2026-08-15
/disc/65740/140120251021576726.pdf	6574	2025-10-21	HM Solution Co., Ltd.との鼻筋形成用糸リフト素材の共同開発および独占輸入代行に関する業務提携契約締結に関するお知らせ	連結子会社シンクスヘルスケアが韓国HM Solutionと鼻筋形成用糸リフトの共同開発・日本独占輸入代行で業務提携。2026年3月期業績への影響は精査中。	中立	2026-08-15
/disc/65740/140120251022576982.pdf	6574	2025-10-22	(訂正)「HM Solution Co., Ltd.との鼻筋形成用糸リフト素材の共同開発および独占輸入代行に関する業務提携契約締結に関するお知らせ」の一部訂正について	2025年10月21日公表のHM Solutionとの業務提携契約について、契約先と子会社の所在地を訂正。業務内容や財務への影響は記載なし。	判断できない	2026-08-15
/disc/65740/140120251024578408.pdf	6574	2025-10-24	自己株式取得に係る事項の決定に関するお知らせ	コンヴァノが臨時株主総会に自己株式取得を付議。上限50万株（0.1%）、2億円、期間12/10-1/31。好業績にもかかわらず株価が割安と判断し資本効率向上を図るが、実行は株主承認後。	中立	2026-08-15
/disc/65740/140120251024578406.pdf	6574	2025-10-24	臨時株主総会の開催及び付議議案の決定に関するお知らせ	12月9日に臨時株主総会を開催し、自己株式取得の承認を諮る。詳細は別途公表の取得決定開示を参照。	中立	2026-08-15
/disc/65740/140120251028580064.pdf	6574	2025-10-28	（開示事項の経過）HM Solution Co., Ltd.との鼻筋形成用糸リフト素材「T-Mesh」の日本市場における輸入代行業務開始のお知らせ	子会社シンクスヘルスケアがHM Solutionの鼻筋形成用糸リフト「T-Mesh」の輸入代行を開始、300院超と契約し100院超から大型受注、11月納入開始。26年3月期業績影響は精査中。	中立	2026-08-15
/disc/65740/140120251104586721.pdf	6574	2025-11-04	(開示事項の経過)海外子会社の設立登記完了に関するお知らせ	海外子会社Convano Investments Limited（BVI、資本金1USD、暗号資産・Web3事業）の設立登記が完了。2026年3月期連結業績への影響は精査中。	中立	2026-08-15
/disc/65740/140120251112599077.pdf	6574	2025-11-13	暗号資産に係る会計方針（初度認識後の測定モデル）の選定に関するお知らせ	コンヴァノが暗号資産の会計方針を原価モデルに統一（第2四半期から）。売却戦略変更に伴う比較可能性確保が理由。業績影響は売却損益・減損として反映、金額は四半期開示。	判断できない	2026-08-15
/disc/65740/140120251112599010.pdf	6574	2025-11-13	2026年３月期第２四半期(中間期)決算短信 〔IFRS〕 (連結)	26年3月期中間期は売上3,854百万円(前年比2.5倍)、営業益1,842百万円と黒字転換。子会社寄与拡大と全セグメント構造改善で通期予想(売上12,370百万円/最終益4,275百万円)据え置き。	好材料	2026-08-15
/disc/65740/140120251121507730.pdf	6574	2025-11-21	第５回普通社債の条件一部変更のお知らせ	第5回普通社債（200億円・無利息）の払込期日を2030年11月、償還期限を2038年11月に延長し使途を事業成長投資へ拡大。コールオプションで柔軟調達可能に。BTC目的のワラント発行見送りで希薄化回避、中期計画達成を支援。	好材料	2026-08-15
/disc/65740/140120251121507722.pdf	6574	2025-11-21	業績予想の修正に関するお知らせ	26年3月期通期予想を売上収益149.5億円（+25.8億円）、営業利益59.9億円（▲5.45億円）、当期利益39.18億円（▲3.56億円）に修正。BTC戦略見直しで投資収益減も、コンサル・ヘルスケア成長で増収。	中立	2026-08-15
/disc/65740/140120251121507725.pdf	6574	2025-11-21	事業戦略及び投資戦略の一部変更に関するお知らせ	BTCトレジャリー戦略から本業成長・M&A重視へ転換。2.1万BTC保有目標を撤回し、希薄化リスクあるワラント発行を中止。営業利益と利益剰余金を原資に成長投資と株主還元を進める方針。	好材料	2026-08-15
/disc/65740/140120251121507927.pdf	6574	2025-11-21	ビットコイン保有状況の更新に関するお知らせ	10/18〜11/21に97.68BTCを15.7億円で追加購入し、保有計762.68BTC（取得原価130.5億円）に。第4回社債11.5億円と自己資金4.2億円で調達。IFRS原価モデルで評価損益は売却まで損益不反映、業績予想に未織込。	中立	2026-08-15
/disc/65740/140120251209516928.pdf	6574	2025-12-09	(開示事項の経過)自己株式取得に係る事項の決定に関するお知らせ	臨時株主総会で自己株式取得（上限50万株・2億円、12/10〜1/31）が承認可決。資本効率向上と株主価値最大化が目的。	中立	2026-08-15
/disc/65740/140120260127539010.pdf	6574	2026-01-27	自己株式の取得状況及び取得終了に関するお知らせ	コンヴァノが自己株50万株（6136万円）を取得完了。臨時総会決議の上限全株を市場買付で取得しEPS向上。	好材料	2026-08-15
/disc/65740/140120260210553594.pdf	6574	2026-02-10	有償ストック・オプション（新株予約権）の発行に関するお知らせ	コンヴァノが役職員58名に有償ストックオプション25万個（潜在株2500万株、約5%）発行。行使には調整後営業利益80-90億円・売上高200億円達成と株価200円超えが条件。会社は達成時のみ希薄化で既存株主利益に資すると判断	中立	2026-08-15
/disc/65740/140120260212558548.pdf	6574	2026-02-13	配当予想の修正に関するお知らせ	株式会社コンヴァノが期末配当予想を0円から1円に増配修正。安定配当方針に基づき年間1円の配当を実施する。	好材料	2026-08-15
/disc/65740/140120260213560618.pdf	6574	2026-02-13	子会社による新たな事業の開始及び株式会社オルトプラスとの業務提携（基本合意）に関するお知らせ	新設子会社DataStrategyで医療機関向け信販会社へのAIスコアリング事業を開始し、オルトプラスと基本合意。当期業績への影響は限定的、2027年3月期以降に複線的収益を見込むが金額未開示。	中立	2026-08-15
/disc/65740/140120260213560576.pdf	6574	2026-02-13	会社分割(簡易新設分割)に関する基本方針決定のお知らせ	ネイル事業を簡易新設分割で新会社FASTNAILに承継し持株会社化。連結業績への影響は軽微と会社説明。	中立	2026-08-15
/disc/65740/140120260212558566.pdf	6574	2026-02-13	2026年３月期 第３四半期決算短信〔ＩＦＲＳ〕（連結）	3Q売上91.9億円（前年比2.9倍）、営業益44.1億円で黒字転換。通期予想売上149.5億円（同3.6倍）、期末配当1円を新設。コンサル・ヘルスケア・投資事業拡大で大幅増収増益。	好材料	2026-08-15
/disc/65740/140120260309578467.pdf	6574	2026-03-09	（開示事項の中止）株式会社Robot Consultingとの業務提携等の中止に関するお知らせ	Robot Consultingとの業務提携（販売代理・RWA共同事業・JV設立）を合意解除。収益化進捗なし、業績影響は軽微。	中立	2026-08-15
/disc/65740/140120260309578557.pdf	6574	2026-03-10	募集新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ	取締役5名と従業員23名を対象に有償新株予約権134,100個（普通株式13,410,000株）を発行確定。	中立	2026-08-15
/disc/65740/140120260310579049.pdf	6574	2026-03-11	医療用ヒアルロン酸製剤に関するPMDA（医薬品医療機器総合機構）承認取得に向けた事前相談開始に関するお知らせ	子会社が医療用ヒアルロン酸製剤のPMDA承認に向け事前相談を開始。上市を2026年2月から2028年3月に延期し、当期織込み30百万円を除外するが、既存製品好調で業績影響は軽微と説明。	中立	2026-08-15
/disc/65740/140120260318584893.pdf	6574	2026-03-23	株主優待制度の拡充に関するお知らせ	株主優待のFASTNAIL割引券を無料提供券（1回6,500円相当）に変更し、年間優待価値を1,000株で6,000円→15,000円、5,000株で30,000円→75,000円に拡充。年間費用増約2百万円で業績影響は軽微。	好材料	2026-08-15
/disc/65740/140120260327591086.pdf	6574	2026-03-27	ボツリヌストキシン製剤のPMDA承認取得に向けた業務提携契約締結のお知らせ	子会社シンクスヘルスケアがボツリヌストキシンのPMDA承認支援でCM Plusと業務委託契約。2026年4月締結、8月申請予定。当期・来期業績影響は軽微。	中立	2026-08-15
/disc/65740/140120260515538092.pdf	6574	2026-05-15	業績予想と実績値との差異に関するお知らせ	26年3月期は売上155億円（予想+3.7%）も、ビットコイン評価損48.5億円で最終赤字9.5億円。本業除く評価損除外ベースでは全利益段階で予想超過。	中立	2026-08-15
/disc/65740/140120260515538935.pdf	6574	2026-05-15	個別決算における特別損失の計上及び個別業績の差異に関するお知らせ	個別決算で売上高3,420百万円（+10.3%）、営業益69百万円黒字転換も、ビットコイン評価損4,804百万円の特別損失計上で当期純損失3,890百万円に拡大。ネイル事業は大幅改善。	中立	2026-08-15
